snapshot_date,ticker,name,category,mer,benchmark,latest_nav,as_of,volatility,max_drawdown,current_drawdown,sharpe,sortino,positive_months,history_years,return_1w,return_1m,return_3m,return_6m,return_1y,return_ytd,return_3y_annualized,return_5y_annualized,return_10y_annualized,momentum_score,risk_score,cost_score,quality_score,overall_score,signal,category_rank,data_source
2026-07-21,ZCN.TO,BMO S&P TSX Capped Composite,Canada Equity,0.06,XIC.TO,160.75561937672634,2026-07-21,16.243986104242236,-33.27982674675539,-24.07021366748612,0.5724622150321651,0.98502732971329,53.62318840579711,5.790554414784395,0.8182164886025856,0.3029707627017819,-3.267089346836194,2.459615347203803,8.381191795140186,0.2839069056019605,-4.107063821094636,2.201512279385786,,70.0,70.0,49.99999999999999,44.99999999999999,64.5,Neutral,2,DEMO â€” synthetic data
2026-07-21,VCN.TO,Vanguard FTSE Canada All Cap,Canada Equity,0.05,XIC.TO,126.4838677647131,2026-07-21,10.70350473235066,-12.95398314271452,-11.872270189125022,0.4211898865508752,0.7185656266158899,56.52173913043478,5.790554414784395,0.922060657131829,-0.3760057762915436,-4.374080086374477,-8.53938587418186,-5.729622957453051,-6.172291021842491,4.425950828217196,4.262060917762822,,36.66666666666666,75.0,100.0,66.66666666666666,62.58333333333333,Weakening,3,DEMO â€” synthetic data
2026-07-21,XEI.TO,iShares S&P TSX Composite High Dividend Index,Canadian Dividend,0.22,VDY.TO,443.23416844809,2026-07-21,13.592435305113948,-18.410580815519207,-0.3105662815817811,1.8995348646934327,3.328436072929441,68.11594202898551,5.790554414784395,1.695948556715754,5.921085024236872,21.699791854416507,41.05362027876736,77.44973064820455,44.68485598091749,33.09614577486006,28.424300100399225,,96.66666666666666,93.33333333333334,83.33333333333334,88.33333333333333,92.66666666666669,Strong trend,1,DEMO â€” synthetic data
2026-07-21,ZDV.TO,BMO Canadian Dividend,Canadian Dividend,0.39,VDY.TO,203.53144686424,2026-07-21,16.12615958955285,-18.93399418800992,-9.210245862297915,0.8404472494895459,1.4490963786150974,59.42028985507246,5.790554414784395,-3.743241212585513,6.216089115359513,4.969025535839444,-2.622090482243933,10.49525223426533,1.977871432228051,24.818160260184307,13.07474823499206,,70.0,59.99999999999999,33.333333333333336,66.66666666666666,60.66666666666666,Improving,2,DEMO â€” synthetic data
2026-07-21,VDY.TO,Vanguard FTSE Canadian High Dividend Yield,Canadian Dividend,0.22,VDY.TO,166.2304016112739,2026-07-21,10.946658477278705,-22.801911390215103,-21.964823522965737,0.8237990677924282,1.428174689015191,57.971014492753625,5.790554414784395,0.9190075130167452,-1.5801425513343847,-2.4992069376974624,-8.517163761415524,-13.141953847401556,-9.176955560291557,-0.1277060111050443,8.645523854900183,,33.33333333333333,46.66666666666666,83.33333333333334,44.99999999999999,46.66666666666666,Weakening,3,DEMO â€” synthetic data
2026-07-21,ZWU.TO,BMO Covered Call Utilities,Covered Call,0.71,ZWC.TO,176.82238052899984,2026-07-21,16.36213900586599,-34.85180558509467,-6.755754498127409,0.6664269365836287,1.1138281717912428,55.072463768115945,5.790554414784395,-2.309646649889041,-3.4821454217670023,0.7672139769643316,8.829847640111987,32.01817512163352,15.559693156402687,0.918894602880016,9.650756176123544,,66.66666666666666,76.66666666666667,100.0,88.33333333333333,77.33333333333333,Strong trend,1,DEMO â€” synthetic data
2026-07-21,HDIV.TO,Hamilton Enhanced Multi-Sector Covered Call,Covered Call,2.38,ZWC.TO,178.71805733555942,2026-07-21,18.482169627623133,-32.61178265098958,-15.60128830191232,0.5959460250235975,1.028635588646225,53.62318840579711,5.790554414784395,4.540925936668483,15.219459603078445,14.311742216313617,13.98159131015506,21.50976189478946,22.328111250094302,-0.4263486194765242,9.298518177174376,,86.66666666666666,59.99999999999999,33.333333333333336,66.66666666666666,67.33333333333333,Strong trend,2,DEMO â€” synthetic data
2026-07-21,ZWC.TO,BMO Canadian High Dividend Covered Call,Covered Call,0.72,ZWC.TO,138.67112108940273,2026-07-21,13.557254697212986,-18.33685408347617,-5.500386182316919,0.462256170551714,0.767478584105357,44.927536231884055,5.790554414784395,1.1985199445624817,1.3660824772094626,-1.1988485626804657,9.81139876360906,12.953009994183052,10.557417888022137,0.3808157278707202,0.8448741880163979,,46.66666666666666,63.33333333333333,66.66666666666669,44.99999999999999,55.33333333333333,Neutral,3,DEMO â€” synthetic data
2026-07-21,VEE.TO,Vanguard FTSE Emerging Markets All Cap,Emerging Markets,0.24,XEC.TO,208.42370753304095,2026-07-21,20.836261630814736,-26.84331929426743,-5.472213512732482,0.705198445027264,1.189338950816697,53.62318840579711,5.790554414784395,0.6337031128507142,7.2010361184827065,7.64296473081516,11.271632903685555,2.5925916255828074,20.319145500313084,20.45676322337522,13.31670785136434,,86.66666666666666,58.33333333333333,100.0,44.99999999999999,74.58333333333333,Strong trend,1,DEMO â€” synthetic data
2026-07-21,ZEM.TO,BMO MSCI Emerging Markets Index,Emerging Markets,0.28,XEC.TO,140.86395660074768,2026-07-21,8.461234855848165,-18.55457615739955,-0.7146547441742257,0.7310208724896081,1.1769898144166586,55.072463768115945,5.790554414784395,1.2028432555778237,0.8233895025521853,5.870756708012848,3.943183447313725,12.972684491521026,5.777191348287758,14.296658978462018,9.726545693369593,,80.0,78.33333333333333,49.99999999999999,66.66666666666666,73.58333333333333,Strong trend,2,DEMO â€” synthetic data
2026-07-21,XEC.TO,iShares Core MSCI Emerging Markets IMI,Emerging Markets,0.28,XEC.TO,120.3906712921293,2026-07-21,6.06211899693263,-11.06312912475409,-8.128202095054837,0.5320618065163435,0.9183825403020476,57.971014492753625,5.790554414784395,-0.4667389787171738,-0.944547121414796,-2.246742052307571,-6.106860612578724,-4.292520146119106,-7.782725415841629,-0.1525219056603854,2.7674354243311994,,33.33333333333333,63.33333333333333,49.99999999999999,88.33333333333333,51.833333333333336,Weakening,3,DEMO â€” synthetic data
2026-07-21,CEF.TO,Sprott Physical Gold and Silver Trust,Gold,0.49,CGL-C.TO,233.5783499041193,2026-07-21,11.32951311185759,-13.283489844867024,-0.7969405951716135,1.3072197697375758,2.2492738412949174,60.86956521739131,5.790554414784395,1.6166969018956978,2.851696929048076,9.703106389488813,10.567758185554576,27.296826480285084,9.700021883919918,29.527093432337992,19.773604172480084,,100.0,90.0,100.0,91.25,95.625,Strong trend,1,DEMO â€” synthetic data
2026-07-21,CGL-C.TO,iShares Gold Bullion ETF CAD Hedged,Gold,0.55,CGL-C.TO,110.24052991463503,2026-07-21,8.405550450670948,-14.251267532258538,-8.712399924499703,0.2395358436025331,0.4098154948185907,57.971014492753625,5.790554414784395,-0.605750597353838,1.223054880148089,2.945176625315993,2.6786163438579536,-4.992515947917853,-0.7337908663650583,1.3381793107645643,0.8005373496038803,,50.0,60.0,50.0,58.75,54.375,Improving,2,DEMO â€” synthetic data
2026-07-21,XGD.TO,iShares S&P TSX Global Gold Index,Gold Miners,0.61,XGD.TO,153.47262393769446,2026-07-21,13.52411891275636,-25.82238209952804,-4.884659345187359,0.5963411740847816,1.0169653928617726,56.52173913043478,5.790554414784395,-0.0169285115156903,0.9723804183617402,3.941780458613886,-4.884659345187359,11.222128341803916,1.7522334151020225,21.73416721794046,12.26919245666924,,100.0,100.0,100.0,100.0,100.0,Improving,1,DEMO â€” synthetic data
2026-07-21,ZGRO.TO,BMO Growth ETF,Growth,0.2,VGRO.TO,266.3449964625445,2026-07-21,18.80678053745167,-14.732082730110196,-3.5055578526537845,0.9793164580374324,1.6045236403800698,56.52173913043478,5.790554414784395,1.1910444063505388,2.9112214109872525,1.83380754252207,23.08426737248732,28.968045527912523,25.94635340677247,20.905993863941784,15.314738171698885,,93.33333333333331,86.66666666666667,83.33333333333334,44.99999999999999,84.66666666666667,Strong trend,1,DEMO â€” synthetic data
2026-07-21,VGRO.TO,Vanguard Growth ETF Portfolio,Growth,0.24,VGRO.TO,173.90382539608407,2026-07-21,13.136347369793036,-23.896916242595868,-3.5905816833184057,0.7605189369772382,1.3305244187139562,59.42028985507246,5.790554414784395,-0.3816877662136342,0.2131045634329531,7.387320450205492,18.33649458312887,17.234889123540164,11.504796873259403,15.288422710151828,10.272116030968714,,73.33333333333331,54.99999999999999,33.333333333333336,66.66666666666666,60.24999999999999,Strong trend,2,DEMO â€” synthetic data
2026-07-21,XGRO.TO,iShares Core Growth ETF Portfolio,Growth,0.2,VGRO.TO,223.3924790524748,2026-07-21,16.090759085998034,-26.407317891687956,-13.555897366283542,0.8939850421121875,1.5179127842089477,60.86956521739131,5.790554414784395,-4.004228692918166,-8.302197399126477,-5.712424636149427,0.2029139665948642,5.068861588282503,3.736253680609214,1.0236753273711765,12.944713970332987,,33.33333333333333,58.33333333333333,83.33333333333334,88.33333333333333,55.083333333333336,Neutral,3,DEMO â€” synthetic data
2026-07-21,VIU.TO,Vanguard FTSE Developed All Cap ex North America,International,0.23,XEF.TO,254.42438788584187,2026-07-21,13.432222898164062,-12.90235839693501,-5.913703355618704,1.2337044031371878,2.130019966837416,60.86956521739131,5.790554414784395,0.253688642855443,-0.3218492474017953,3.141528882353195,-1.6785593070323568,9.790193641651149,-5.682679860359718,19.79529914629949,20.80584797811189,,66.66666666666666,100.0,49.99999999999999,88.33333333333333,77.99999999999999,Neutral,1,DEMO â€” synthetic data
2026-07-21,ZEA.TO,BMO MSCI EAFE Index,International,0.22,XEF.TO,205.3889200284551,2026-07-21,18.18162908502382,-27.27235988318606,-5.988091467284507,0.7552020457523765,1.2650127227465124,59.42028985507246,5.790554414784395,1.2251510301460211,-5.988091467284507,0.9892807295571072,2.802034276064913,22.088899864096437,5.91074159027567,25.63830202248145,16.814270378913744,,76.66666666666666,59.99999999999999,100.0,66.66666666666666,73.33333333333333,Strong trend,2,DEMO â€” synthetic data
2026-07-21,XEF.TO,iShares Core MSCI EAFE IMI Index,International,0.23,XEF.TO,153.41513023272563,2026-07-21,16.036452878849776,-29.01954311375241,-8.629556501283808,0.5094265674396944,0.8877327247637778,52.17391304347826,5.790554414784395,1.0674508024092866,-2.1206139318650563,-0.3387222426943892,6.4890228666315775,5.630585641284691,1.3087778005268058,18.474124181518704,11.001163254707414,,56.66666666666666,40.0,49.99999999999999,44.99999999999999,48.66666666666666,Neutral,3,DEMO â€” synthetic data
2026-07-21,XRE.TO,iShares S&P TSX Capped REIT Index,REIT,0.61,XRE.TO,579.4012470009246,2026-07-21,18.34026387127784,-19.42339625196561,-12.382409159832052,1.6783416400856237,3.0391590682209237,68.11594202898551,5.790554414784395,1.2278950668280109,3.479297223930078,-0.8466716029783106,7.735039376825292,-9.55351420983035,2.036367465494582,13.655778452474632,28.807242625225182,,59.99999999999999,93.33333333333334,49.99999999999999,88.33333333333333,73.0,Neutral,1,DEMO â€” synthetic data
2026-07-21,ZRE.TO,BMO Equal Weight REITs Index,REIT,0.61,XRE.TO,149.08133103204872,2026-07-21,20.707986776196957,-40.86131890538308,-6.572931698271178,0.4168121841157779,0.7256812447175472,56.52173913043478,5.790554414784395,-1.187453661302762,5.125756426510497,11.320437539815153,19.720401335784253,13.922748104270678,16.50490249604786,16.66149579516427,0.6823486681993618,,100.0,51.66666666666666,49.99999999999999,44.99999999999999,70.08333333333333,High risk,2,DEMO â€” synthetic data
2026-07-21,VRE.TO,Vanguard FTSE Canadian Capped REIT Index,REIT,0.39,XRE.TO,118.60865585200686,2026-07-21,15.886106874767522,-34.18576443105892,-25.479070310086023,0.2369621627275156,0.4232749008413654,59.42028985507246,5.790554414784395,-0.148823624484029,-0.7394861970492661,7.428648497637447,-9.794288628193629,-19.3226301707536,-15.964733627169004,-2.907214093537258,3.9881002227566182,,40.0,54.99999999999999,100.0,66.66666666666666,56.91666666666666,Neutral,3,DEMO â€” synthetic data
2026-07-21,TEC.TO,TD Global Technology Leaders Index,Technology,0.39,TEC.TO,209.0449680148772,2026-07-21,5.896080968578798,-4.720903957587663,-0.0006153769242511,2.1190444603713896,3.5140704831238825,72.46376811594203,5.790554414784395,1.4224911349202118,4.15104220133482,6.889351305015756,15.295214476125384,25.18387240603037,16.303934003243235,13.031427800406782,14.144223466606595,,100.0,100.0,66.66666666666669,88.33333333333333,93.83333333333331,Strong trend,1,DEMO â€” synthetic data
2026-07-21,ZQQ.TO,BMO NASDAQ 100 Equity Hedged to CAD,Technology,0.39,TEC.TO,200.9173910020477,2026-07-21,10.839789355545344,-11.798512058877552,-6.328782577131687,1.1271384238097313,1.91819644508417,62.31884057971014,5.790554414784395,0.8284580481746184,-3.173106839811324,-3.7659619165649305,1.0673405752481546,11.088292812824374,3.91260469478405,8.197088467721937,12.77862370500069,,46.66666666666666,59.99999999999999,66.66666666666669,66.66666666666666,56.33333333333333,Neutral,2,DEMO â€” synthetic data
2026-07-21,XQQ.TO,iShares NASDAQ 100 Index CAD Hedged,Technology,0.39,TEC.TO,108.13729964994464,2026-07-21,8.610733332915158,-16.724487314912395,-6.460393098959882,0.2005628960772367,0.3327635388189324,50.72463768115942,5.790554414784395,0.6341729841870425,0.4154695607313519,-2.243313553180093,4.753733775397184,9.227230342987912,1.407735411479738,-1.3115426601990945,2.809866763326552,,53.33333333333333,40.0,66.66666666666669,44.99999999999999,49.83333333333333,Neutral,3,DEMO â€” synthetic data
2026-07-21,ZSP.TO,BMO S&P 500 Index,US Equity,0.09,VFV.TO,174.36408235611574,2026-07-21,5.971660733640365,-8.970425765786615,-2.3696293760382847,1.5819422321211687,2.8449683359290123,65.21739130434783,5.790554414784395,0.2987027007708143,2.0596656670740066,2.356463528472408,4.142188774302014,4.081398994325514,3.378138389830632,6.125478672754703,7.752108312263251,,60.0,100.0,60.0,60.0,74.0,Strong trend,1,DEMO â€” synthetic data
2026-07-21,VFV.TO,Vanguard S&P 500 Index,US Equity,0.09,VFV.TO,388.1484050989736,2026-07-21,18.308239035914617,-19.45407923969619,-1.3933947383510723,1.309443069376817,2.164181303698678,69.56521739130434,5.790554414784395,2.9658301038462342,5.942990926277036,13.601981339918412,1.077048867259767,19.73485843463361,8.175859003341168,31.820369206944644,26.44047393233344,,82.0,51.0,60.0,86.0,68.25,Strong trend,2,DEMO â€” synthetic data
2026-07-21,VUN.TO,Vanguard US Total Market Index,US Equity,0.17,VFV.TO,195.74417883916303,2026-07-21,8.730782243870424,-16.208553926272774,-4.822127656737052,1.339901337117107,2.302098276479877,66.66666666666666,5.790554414784395,-1.099044377735192,2.078237492086465,4.0396025770361055,2.4777658348268394,1.405734511987777,5.164665335332108,14.695579699834148,13.131619066631938,,52.0,75.0,20.0,73.0,57.35,Strong trend,3,DEMO â€” synthetic data
2026-07-21,XUU.TO,iShares Core S&P US Total Market,US Equity,0.07,VFV.TO,199.07328227566137,2026-07-21,11.118091949919004,-15.549446168970473,-8.50044695548301,1.0852339504665762,1.854971145045752,62.31884057971014,5.790554414784395,2.4199887825133715,4.0816832228799615,5.580465303789417,-8.50044695548301,0.3635998041761956,-4.701745036157301,14.119597021475984,13.872990600828562,,38.0,54.0,100.0,47.0,53.8,Improving,4,DEMO â€” synthetic data
2026-07-21,XUS.TO,iShares Core S&P 500 Index,US Equity,0.09,VFV.TO,119.86730006911075,2026-07-21,21.732974050181603,-46.76195720801264,-23.665485615423552,0.2399186095243282,0.3959926089826602,50.72463768115942,5.790554414784395,-3.3307246422972336,-4.8127712218484,-4.7579990690586165,9.500506654483743,19.57082310342624,13.445996175185982,-3.251263280904404,-2.1086676529217807,,68.0,20.0,60.0,34.0,46.6,High risk,5,DEMO â€” synthetic data
2026-07-25,ZEQT.TO,BMO All-Equity ETF,All Equity,0.2,VEQT.TO,22.899999618530273,2026-07-24,13.340024239119403,-16.148983017998297,-2.511707783468431,1.0473490327935293,1.4291543455450042,62.264150943396224,4.4517453798767965,0.08741459133427831,-0.3740021692325013,5.869834068528568,9.585749593235903,24.320614821000785,12.089651966629834,20.692242772528168,,,80.0,100.0,83.33333333333334,33.33333333333333,82.83333333333333,Strong trend,1,Yahoo Finance
2026-07-25,XEQT.TO,iShares Core Equity ETF Portfolio,All Equity,0.2,VEQT.TO,44.459999084472656,2026-07-24,15.523719291565854,-29.74291479898341,-2.3929751280896694,0.9509112466750822,1.1548796127344019,68.67469879518072,6.9431895961670085,-0.04496505838468279,-0.21994564840047692,5.790899144245287,9.072660003784572,23.33708902838614,11.761459653747153,20.512414869095096,12.805030613322765,,46.66666666666666,66.66666666666666,83.33333333333334,88.33333333333333,63.33333333333333,Strong trend,2,Yahoo Finance
2026-07-25,VEQT.TO,Vanguard All-Equity ETF Portfolio,All Equity,0.22,VEQT.TO,60.5,2026-07-24,15.742234928525475,-30.45378544216377,-2.4193548387096753,0.9079336153571383,1.0603377811236339,67.41573033707866,7.4633812457221085,0.08271172279488148,-0.3459052670721663,5.62151063080496,9.1466708766206,24.471649065825662,11.80927613670364,20.7063911023986,12.959321172164294,,73.33333333333333,33.33333333333333,33.333333333333336,78.33333333333333,53.833333333333336,Strong trend,3,Yahoo Finance
2026-07-25,ZBAL.TO,BMO Balanced ETF,Balanced,0.2,VBAL.TO,15.850000381469727,2026-07-24,10.130645182729417,-20.7541451629099,-3.297398060656642,0.8846541614307049,1.03012491362347,66.29213483146067,7.436002737850787,-0.3771179542289116,-0.979898000524293,3.0951374868153136,5.354757332487448,14.807358726774122,6.942481625537722,13.399142025689104,7.716829908990275,,86.66666666666666,86.66666666666667,83.33333333333334,76.66666666666666,85.16666666666667,Strong trend,1,Yahoo Finance
2026-07-25,XBAL.TO,iShares Core Balanced ETF Portfolio,Balanced,0.2,VBAL.TO,35.38999938964844,2026-07-24,9.317473111796739,-20.928301626246892,-3.3681907172060543,0.8145004096364018,0.9209087116265802,64.39393939393939,10.992470910335387,-0.4220639336375842,-0.7877604591367771,3.262299251406775,5.267591515800274,13.828988596888102,7.060324280309915,13.442441008154127,7.391229026754043,7.367043706634768,63.33333333333333,73.33333333333331,83.33333333333334,56.666666666666664,69.16666666666666,Strong trend,2,Yahoo Finance
2026-07-25,VBAL.TO,Vanguard Balanced ETF Portfolio,Balanced,0.24,VBAL.TO,39.130001068115234,2026-07-24,10.074301516245155,-21.18676448591742,-2.248308115480413,0.7793521179113829,0.8874798904842708,65.34653465346535,8.473648186173854,-0.33111884609192677,-0.9402936515209959,3.001346447768749,5.1852820311678816,14.13210677911243,7.035626038249321,12.930616617540892,7.13870702971251,,49.99999999999999,40.0,33.333333333333336,66.66666666666666,45.666666666666664,Strong trend,3,Yahoo Finance
2026-07-25,XBB.TO,iShares Core Canadian Universe Bond Index,Bonds,0.1,ZAG.TO,27.81999969482422,2026-07-24,6.505284031924968,-18.161059754325926,-2.3675335540875975,0.28219347484656526,0.33526897071129286,59.09090909090909,10.992470910335387,-0.5007131410322052,-1.5883168709902584,-0.3173564364663872,-0.001179223939018481,3.317645993799534,0.9260538089906678,4.261349147552584,0.1939105164245447,1.4222379163156162,90.0,78.33333333333333,33.333333333333336,88.33333333333333,77.24999999999999,Weakening,1,Yahoo Finance
2026-07-25,ZAG.TO,BMO Aggregate Bond Index,Bonds,0.09,ZAG.TO,13.619999885559082,2026-07-24,6.895424633276134,-18.033220888497294,-2.5530816205675544,0.27109730375186264,0.30520018776092817,56.060606060606055,10.992470910335387,-0.5113199194287987,-1.6673497998143327,-0.3332668032626773,-0.0005881657274553476,3.3129342155034935,0.8734033439448119,4.160621990683655,0.14125024077860093,1.38635745739486,73.33333333333333,50.0,83.33333333333334,44.99999999999999,63.83333333333333,Weakening,2,Yahoo Finance
2026-07-25,VAB.TO,Vanguard Canadian Aggregate Bond Index,Bonds,0.09,ZAG.TO,22.68000030517578,2026-07-24,6.312782019976589,-18.393820981981612,-3.0310137442262075,0.2753182332308175,0.34912199427372376,56.81818181818182,10.992470910335387,-0.569921805393736,-1.656274186150264,-0.3860789090133543,-0.0021949164893175777,3.1841528133716324,0.7838198721281442,4.09101955837099,0.12836425371269833,1.3061659669795445,36.66666666666666,71.66666666666666,83.33333333333334,66.66666666666666,58.91666666666666,Weakening,3,Yahoo Finance
2026-07-25,ZCN.TO,BMO S&P TSX Capped Composite,Canada Equity,0.06,XIC.TO,47.099998474121094,2026-07-24,15.060788239109712,-37.180561283949174,-0.7794454119808614,0.8316597148399569,0.9400323122800808,68.18181818181817,10.992470910335387,-0.14839876519288087,1.5548851203411207,4.283889082726966,7.369252938658222,31.32121330469724,11.649922770911502,22.844912197577738,14.919851121513993,12.412079483726824,80.0,93.33333333333334,49.99999999999999,77.5,79.91666666666667,Strong trend,1,Yahoo Finance
2026-07-25,XIC.TO,iShares Core S&P TSX Capped Composite,Canada Equity,0.06,XIC.TO,56.189998626708984,2026-07-24,15.045058800165318,-37.2117524054843,-0.7769776321865374,0.8251668357434404,0.9364779298470608,68.18181818181817,10.992470910335387,-0.1953829695243603,1.5011063235122801,4.351310654730511,7.360591451981269,31.399196932457542,11.645720846568475,22.892832570020772,14.637487978774622,12.293896751061029,76.66666666666666,73.33333333333331,49.99999999999999,77.5,71.58333333333331,Strong trend,2,Yahoo Finance
2026-07-25,VCN.TO,Vanguard FTSE Canada All Cap,Canada Equity,0.05,XIC.TO,71.48999786376953,2026-07-24,15.14458328752191,-37.320431046686394,-0.8872860308033803,0.805010382615211,0.9090723941164195,67.42424242424242,10.992470910335387,-0.2093823662156269,1.4906237733831595,4.173146218261681,7.361687715446075,29.88434194531193,11.36746363840464,22.620578785245282,14.876105717518806,12.264304259221714,43.33333333333333,33.33333333333333,100.0,44.99999999999999,48.5,Strong trend,3,Yahoo Finance
2026-07-25,VDY.TO,Vanguard FTSE Canadian High Dividend Yield,Canadian Dividend,0.22,VDY.TO,78.29000091552734,2026-07-24,16.026731410481272,-39.21125860183692,-0.6887969077884915,0.9096497683785544,1.016125466737545,65.15151515151516,10.992470910335387,-0.6345982919026216,3.8594047593262903,14.024311106784948,25.550044681877758,51.009209954137845,27.723735789953395,27.5559436217383,19.181962823928078,14.595626745502365,96.66666666666666,93.33333333333334,83.33333333333334,44.99999999999999,88.33333333333334,Strong trend,1,Yahoo Finance
2026-07-25,XEI.TO,iShares S&P TSX Composite High Dividend Index,Canadian Dividend,0.22,VDY.TO,40.58000183105469,2026-07-24,16.119054573720145,-45.514191886248625,-0.17220096481338487,0.8004920600698529,0.8429194617965977,69.6969696969697,10.992470910335387,-0.049252817285583284,3.8834757094416084,10.596523183799667,23.35382001513484,41.74783038742789,26.796075423480836,22.747835278071737,16.44091799271341,12.249885552256856,70.0,51.66666666666666,83.33333333333334,88.33333333333333,67.41666666666666,High risk,2,Yahoo Finance
